,sentiment,content
3821,happiness,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff"
3825,happiness,Morning all! Have a GREAT DAY! Off to school I go
3836,happiness,"can't wait to be at home again.. let the sun shine and warm my frozen bones, please!"
3838,happiness,Happy mama's day to all the mamas.
3841,happiness,"Still in bed enjoying the spring  sunshine streaming in the window, woke at 5am rigid, extreme pain and exhausted but i'm positive today"
3844,happiness,@mynameismo Good Morning - here's hoping it's a good one for ya!
3848,happiness,Cubs: Wow! Big out to close the top of the 3rd. Bang-bang play to 1st. &amp; it's starting to rain.
3856,happiness,@JoelMadden great song even if i can't understand lol
3865,happiness,Had an awesome pedicure today!!
3866,happiness,@tomfelton http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella
3868,happiness,@VengeanceChrist hey girl i just sent ya a message on Myspace
3884,happiness,"o/*\o (high five) to all of our fans! It's finally here! I'll write up a fancy news post shortly, wanted to get the mod itself out ASAP"
3908,happiness,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome
3935,happiness,My laptop grew speakers. Now I can watch Charlie with the sound on
3953,happiness,Yay! Good way to end the night.
3958,happiness,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
3978,happiness,@purrsikat yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold
3981,happiness,@JAJMiami  Happy Monday!!  Hope you have a great week!
3990,happiness,@GericaQuinn lmao haha nice lolz it's all good though. i can wait  lol
3991,happiness,Headed up to WMC for the day. Hopefully I'll have enough time to swing by Chinatown on the way home. I'm in the mood for duck!
4001,happiness,"@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?"
4010,happiness,ok im about to passs out. tonight was lovely  buenas noches mi gente.. tomorrow we shall party it up again!
4019,happiness,@spreadingjoy Hello there! Thankyou. I always seem to make a difference in  someone's life everyday.
4025,happiness,cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.
4027,happiness,"@scodal  yeah I saw, looks like hard work, But I would know  whats upp handsome"
4031,happiness,"Out if class!! Yow party + four hour lecture don't mix attal!! I had to drink 3 red bulls &amp; I'm still sleepy .,,,,smh! Alrite bedtime"
4042,happiness,@travelingcircus Oooh you just spoiled my teenage fantasy
4046,happiness,@jbrigante haha. I'm on drink #2. Cheat day for me
4070,happiness,"@christhesoul well doesn't that look fab, even if I do say so myself!"
4080,happiness,"@kyspeaks  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger"
4090,happiness,"@David_N_Wilson C'mon, I like the superpower explanation better! LOL"
4095,happiness,Hey guys I'm going to create an iPhone app that's a twitter client called Tweetilicious please @reply me your thoughts!
4103,happiness,Watched Wolverine yesterday ... a spur of the moment kinda thing. Awesome! So proud that a South African director did that
4116,happiness,"@Allierosen YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!"
4124,happiness,@CursedJezzy Thanks for the mascara input. It's appreciated.
4141,happiness,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
4153,happiness,"Had a good time out , now I must sleep lol. Gym &amp; dance rehearsals in like 5 hours,"
4170,happiness,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it
4182,happiness,@artistico The John Lennon poster. My inner fan girl is dancing with joy.
4189,happiness,@jerrytrainor We never miss ICarly - my son has a huge crush on Miranda
4191,happiness,my blog is now updated
4206,happiness,&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo
4218,happiness,"@bertgoethals Cool, I used to live 5 houses to the left of that place  Always something going on :p"
4225,happiness,"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k"
4240,happiness,"Dear journal, i had sex with earl tonight. It was the most amazing thirty seconds of my life!"
4241,happiness,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
4246,happiness,"I say &quot;oh man..&quot; jovani asks, &quot;did you just call me an old man?&quot; haha"
4247,happiness,@scattyjan All the best with the Cup Final today. Have fun
4259,happiness,yeah .... just bought tickets for Pearl Jam in August
4260,happiness,"had a great shot yesterday, editing pics now"
4271,happiness,"@babygirlparis hope you have a great weekend,Paris"
4272,happiness,@mattmercy yay! we will have to get together soon and do something
4276,happiness,@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates
4280,happiness,"just about to go home. I'm usually 'mr. positive' but this has been one of those daze. well, 15 mins until tomorrow!"
4299,happiness,"@MarshaCollier It was indeed, an excellent movie."
4301,happiness,Excited for Rove tonight! Jennifer Garner and Gina Riley!
4308,happiness,Bumping Air Supply's Greastest Hits
4322,happiness,Hellerrr new followerss. I'm Tricina &amp; uhhm I'm cool
4329,happiness,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80's! and yes your still a Hottie!
4337,happiness,Happy Mother's Day! It's gonna be an awesome and blessed day! Getting ready for bed... for a beautiful and sunny Sunday...
4345,happiness,wooh! 100th tweet  i have no life xD
4354,happiness,@brianiwama amen to that brotha!
4357,happiness,"@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!"
4366,happiness,@nikkiwoods no problem! i think it's a great thing to reflect on.
4370,happiness,"@rozarin whaa?  you really should.  2 and 3 are definitely optional, though.  I liked them, but I'm also crazy."
4372,happiness,Thank you guts for 360 followers! It means a lot!
4391,happiness,"Nine o'clock on a Sunday morning - Outside, sat around the table enjoying the early rays of sun, reading Twitter article in Sunday Times"
4396,happiness,@keza34 sounds like my kinda day
4401,happiness,"I don't think I've ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!"
4407,happiness,"The sun is shining brightly and the day has just begun! What's in store? Wandering around les calanques maybe? Vin, definitely!"
4408,happiness,@oschmid14 How cool is that!   Thank you so much!   luv it!
4410,happiness,Happy mother's day @mrskutcher
4435,happiness,Haha how exciting  wat does it look like?!
4436,happiness,Wake up x.x But tired. On this moment i listing some music for make me happy and let me wake up
4441,happiness,out for supper tonight with kurumi in 10 minutes
4448,happiness,@twitlonger Hi x Your websites soo cool i love using it  Thank you
4455,happiness,Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my &quot;job&quot; interview. Too much cleavage?
4460,happiness,Just got home from another wonderful night
4462,happiness,A new week = new legend to make.
4466,happiness,"@ALOliver You've got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it's what life is for"
4475,happiness,unpacking my new toy arrived in the studio right now  it's called TC Finalizer. can't wait to check how it sounds !!!
4497,happiness,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration
4502,happiness,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
4511,happiness,"@victorglenn saw your pics, so awesome!"
4517,happiness,http://yfrog.com/0guyoj bonfires are my fave!
4525,happiness,"@nicolesssss  no, dayuuum 5o'clock was better"
4534,happiness,@CardineB teehee. it was a good show anyway
4538,happiness,"@idibs oh, a really good 1 dude, thx... added"
4540,happiness,thanks for the feedback everyone
4541,happiness,I've just realised - 400 FOLLOWERS! YAY!  xx
4542,happiness,ready to go to Milan  see ya'll this evening..
4547,happiness,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying 'game design'. Even better.
4550,happiness,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning"
4551,happiness,"Crisis averted!  Phew! On a different note, @AmeeC3 and @Zelenski....you guys are making me so proud! tear!  wish i could have joined"
4554,happiness,@eltonmcmanus  &amp; to you matey
4578,happiness,"@Isapersefone D Well, if you got that DVD then you should get those books too!"
4579,happiness,Feeling really good about my performance on the AP Government &amp; Politics exam this morning.  Going to lunch with Krista.
4589,happiness,Happy Star Wars Day!!! May The 4th Be With You!
4590,happiness,@jenniferdodd I'm out of town next week   We'll have to party when I get back. Happy early Birthday!
4599,happiness,"&quot;NAPPY'S&quot; da new &quot;N&quot; word....by da way, iLove my &quot;NAPPY&quot; braids  iGot &quot;HANG-TIME&quot; homie lol"
4601,happiness,Goooooodmorning
4602,happiness,had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX
4610,happiness,"@juliannebritton Ohhh, i really want to see Coraline, it seems really good"
4618,happiness,@lilcdawg its because we run on CPT!!!
4620,happiness,"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91"
4629,happiness,Its a lovely 58 degrees right now at 7am.  amazing. Enjoy melting vegas. :l
4632,happiness,just had the first lie-in in months  it was great. now for mooching about the house
4639,happiness,work 7 to 4.... happy mother's day!
4641,happiness,@ikklePickle haha I fail  just remember sohcahtoa xD
4642,happiness,@Mummyofmany Jesus heals
4645,happiness,Nope didn't get up at 730 930 is nice also
4655,happiness,@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?
4660,happiness,@annabranch You just let me know how that goes.
4662,happiness,Watching Miley Cyrus on youtube!
4669,happiness,"@kariannanas hahaha, I was busy, now I see what I replied to you! Yes that is true"
4673,happiness,"Watched Yes Man, it was good  http://tinyurl.com/dbrc88"
4675,happiness,@patrickmanning Yes PM PM you are right
4677,happiness,"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you're my favourite comedian"
4683,happiness,Its offically mothers day!! happy moms day!!!
4694,happiness,"@heloloser thanks clair, I haven't watched it yet."
4697,happiness,"@marano2288 aww, thanks babe!  you and yours have plans for tomorrow?"
4699,happiness,Whoop! I got a prom date today! Who knew? Ha-ha! But I can't tell you who.
4702,happiness,"@shanellelee OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime"
4710,happiness,@TheMandyMoore so looking forward to your new album
4715,happiness,@having hot cuppa coffee made with milk &amp; fortified with Monin's Irish Coffee syrup! Bliss!
4721,happiness,I'm still pumped from the concert saturday. 17/7/09 here i come
4728,happiness,@CBmagazine thanks for the reminder. Hope all have a great time
4737,happiness,@catrionat7 Yes yes Is. Ima Guna Be On For a While Lol.
4741,happiness,@robinmatthewfry thats great I'll make sure I get a copy
4748,happiness,Working on your birthday isn't so bad when you get to work with Ruby on Rails
